,0
S1,0.622108843537415
S2,0.48634920634920636
S1,1.3831292517006804
S2,1.3391609977324264
S1,2.236009070294785
S2,2.191904761904762
S1,3.0890022675736963
S2,3.03421768707483
S1,3.941904761904762
S2,3.8868480725623584
S1,4.885170068027211
S2,4.739433106575964
S1,5.647845804988663
S2,5.592222222222222
S1,6.488571428571428
S2,6.444920634920635
S1,7.3415419501133785
S2,7.297755102040816
S1,8.194580498866213
S2,8.150521541950113
S1,9.047528344671202
S2,9.00342403628118
S1,9.90047619047619
S2,9.845374149659865
S1,10.753310657596373
S2,10.698049886621316
S1,11.606213151927438
S2,11.550748299319729
S1,12.459251700680273
S2,12.403514739229026
S1,13.300022675736962
S2,13.25625850340136
S1,14.244784580498866
S2,14.109092970521543
S1,15.006099773242632
S2,14.962018140589569
S1,15.858956916099773
S2,15.804036281179139
S1,16.711972789115645
S2,16.656757369614514
S1,17.564875283446714
S2,17.50950113378685
S1,18.41795918367347
S2,18.36235827664399
S1,19.25886621315193
S2,19.21514739229025
S1,20.111768707482995
S2,20.06784580498866
S1,20.96482993197279
S2,20.92077097505669
S1,21.817777777777778
S2,21.76312925170068
S1,22.67063492063492
S2,22.615646258503403
S1,23.523605442176873
S2,23.46829931972789
S1,24.376507936507938
S2,24.32104308390023
S1,25.229569160997734
S2,25.173922902494333
S1,26.070408163265306
S2,26.026621315192745
S1,26.923333333333336
S2,26.87936507936508
S1,27.776371882086167
S2,27.732267573696145
S1,28.62920634920635
S2,28.574444444444445
S1,29.482199546485262
S2,29.42705215419501
S1,30.33514739229025
S2,30.27979591836735
S1,31.18798185941043
S2,31.132426303854874
S1,32.04106575963719
S2,31.985351473922904
S1,32.88176870748299
S2,32.83789115646258
S1,33.734739229024946
S2,33.690725623582765
S1,34.58764172335601
S2,34.54353741496599
S1,35.44052154195011
S2,35.38557823129252
S1,36.29337868480726
S2,36.23823129251701
S1,37.14628117913832
S2,37.090861678004536
S1,37.999251700680276
S2,37.94369614512472
S1,38.84006802721088
S2,38.79641723356009
S1,39.69299319727891
S2,39.6491156462585
S1,40.63981859410431
S2,40.50190476190476
S1,41.39884353741497
S2,41.35469387755102
S1,42.25167800453515
S2,42.19671201814059
S1,43.10460317460318
S2,43.04938775510204
S1,43.957414965986395
S2,43.901972789115646
S1,44.810430839002265
S2,44.75480725623583
S1,45.74761904761905
S2,45.607619047619046
S1,46.50424036281179
S2,46.460362811791384
S1,47.35721088435374
S2,47.313219954648524
S1,48.210022675736965
S2,48.1552380952381
S1,49.06297052154195
S2,49.007981859410435
S1,49.91575963718821
S2,49.86052154195011
S1,50.76859410430839
S2,50.71310657596372
S1,51.62156462585034
S2,51.5659410430839
S1,52.46240362811791
S2,52.41866213151928
S1,53.315396825396824
S2,53.271519274376416
S1,54.16827664399093
S2,54.12419501133787
S1,55.11532879818594
S2,54.96637188208617
S1,55.873990929705215
S2,55.81897959183674
S1,56.72687074829932
S2,56.67163265306122
S1,57.57975056689342
S2,57.52426303854875
S1,58.51714285714286
S2,58.37696145124717
S1,59.27344671201814
S2,59.22965986394558
